,developer,item_id,price,year_release
84411,snowblind studios,32800,19.99,2011
84441,team17 digital ltd,70640,7.99,1995
84442,trendy entertainment,65800,14.99,2011
84598,team17 digital ltd,70620,9.99,2011
84600,overkill software,24240,14.99,2011
84740,kot in action creative artel,96200,14.99,2011
84742,id software,9200,9.99,2011
84756,robot entertainment,102600,9.99,2011
84771,mommy's best games,111600,9.99,2011
84775,treyarch,42719,14.99,2011
84777,"gameconnect,interwave studios",17710,9.99,2011
84789,obsidian entertainment,72840,1.99,2011
84791,team17 digital ltd,70600,14.99,2011
84793,zeroscale,98600,5.99,2011
84808,supergiant games,107100,14.99,2011
85015,ubisoft montpellier,33460,14.99,2011
85025,dns development,27940,9.99,2011
85027,capcom,45797,3.99,2011
85028,streum on studio,91700,9.99,2011
85070,battlegoat studios,73220,9.99,2011
85071,playdead,48000,9.99,2011
85119,bohemia interactive,65780,9.99,2011
85122,zeboyd games,107300,2.99,2011
85124,manic game studios,105300,1.99,2011
85128,zeboyd games,107310,2.99,2011
85136,"gaslamp games, inc.",98800,4.99,2011
85157,headup games / crenetic,46540,4.99,2011
85161,codemasters action studio,44340,9.99,2011
85163,volition,55110,19.99,2011
85168,final form games,94200,9.99,2011
85174,n3v games,24670,19.99,2011
85176,ice-pick lodge,41740,9.99,2011
85185,alientrap,95300,9.99,2011
85187,taleworlds entertainment,48720,9.99,2011
85207,timegate studios,97100,9.99,2011
85210,power of 2,35480,9.99,2011
85225,colibri games,96000,4.99,2011
85231,big fat alien,104200,1.99,2011
85235,dead mage,99400,4.99,2011
85237,dark energy digital ltd.,92000,4.99,2011
85253,state of play games,105100,5.99,2011
85256,re-logic,105600,9.99,2011
87940,splash damage,22350,0.0,2011
87956,sandswept studios,92100,4.99,2011
87962,game distillery s.r.o.,98500,2.99,2011
87964,cobra mobile,104000,4.99,2011
87966,"nicalis, inc.",99700,9.99,2011
87975,zachtronics,92800,9.99,2011
87993,sega,71230,7.99,2011
88001,blendo games,55040,9.99,2011
88009,steel monkeys,91900,9.99,2011
88019,puppygames,93200,9.99,2011
88025,ubisoft montreal,48190,19.99,2011
88043,crytek studios,108800,29.99,2011
88055,bacon wrapped games,91800,4.99,2011
88057,slightly mad studios,47920,19.99,2011
88060,gas powered games,39190,6.99,2002
88062,obsidian entertainment,72730,4.99,2011
88066,colossal order ltd.,73010,19.99,2011
88067,digitalmindsoft,64000,9.99,2011
88077,eggtooth team,65560,4.99,2011
88078,arrowhead game studios,42910,9.99,2011
88234,ronimo games,63500,9.99,2010
88242,"popcap games, inc.",78000,4.99,2010
88246,two tribes,38720,4.99,2010
88258,vanguard games,48950,9.99,2010
88259,criterion games,47870,19.99,2010
88272,ccp,8500,0.0,2003
88332,secret exit ltd.,61600,4.99,2010
88338,"double helix games,rainbow studios,thq nordic",55140,19.99,2010
88346,techland,40380,4.99,2010
88347,bioware,47810,29.99,2010
88360,cyanide studios,58520,9.99,2010
88362,outerlight ltd.,2450,4.99,2010
88367,inner seas,72900,4.99,2010
88370,spellbound studios,39690,19.99,2010
88371,lunar giant,63800,4.99,2010
88375,capcom vancouver,45740,19.99,2010
88393,over the top games,57000,2.99,2010
88395,double helix games,43000,9.99,2010
88396,silver wish games,8970,4.99,2010
88397,wolfire games,25010,9.99,2005
88399,"cinemax, s.r.o.",60800,7.99,2010
88400,kerberos productions inc.,42890,9.99,2008
88401,cyan worlds,63610,5.99,1997
88403,zaratustra productions,33680,4.99,2010
88406,brawsome,58200,9.99,2010
88409,city interactive,34830,7.99,2010
88415,avalanche studios,35091,0.99,2010
88419,valve,300,9.99,2010
88447,headup games / radon labs,46440,4.99,2010
88448,cauldron,39670,4.99,2003
88450,bohemia interactive,33930,19.99,2010
88693,"monolith productions, inc.,timegate",21090,54.99,2005
88700,haemimont games,57600,9.99,2010
88704,petroglyph,32470,19.99,2006
88708,"the creative assembly,feral interactive (mac)",34030,19.99,2010
88729,dice,24960,19.99,2010
88771,gas powered games,40100,12.99,2010
88787,elite games team,46260,4.99,2010
88789,ubisoft romania,48110,9.99,2010
88790,ubisoft montreal,33230,19.99,2010
88856,avalanche studios,8190,14.99,2010
89194,"relic entertainment,feral interactive (mac/linux)",20570,19.99,2010
89200,ea los angeles,47700,19.99,2010
89203,cadenza interactive,45000,9.99,2010
89207,brian cronin,18820,4.99,2010
89219,rebellion,3730,4.99,2000
89224,airtight games,45710,9.99,2010
89226,bioware,24980,19.99,2010
89244,two tribes,38700,4.99,2010
89250,artery games,45100,4.99,2010
89268,rebellion,10680,14.99,2010
89290,"2k marin,2k china,digital extremes,2k australia,feral interactive (mac)",8850,19.99,2010
89305,gsc game world,41700,19.99,2010
89319,"hassey enterprises, inc.",44200,9.99,2010
89321,valve,550,19.99,2009
90024,katauri interactive,3170,9.99,2009
90026,nimbly games,41300,0.0,2009
90044,"noviy disk,lesta studios inc",12480,9.99,2009
90045,gearbox software,8990,9.99,2009
90047,vis interactive,41600,19.99,1999
90049,mindstorm studios,25500,2.99,2009
90052,"arcen games, llc",40400,9.99,2009
90058,black jacket studios,32200,9.99,2009
90062,gearbox software,8980,19.99,2009
90142,codemasters studios,12830,9.99,2009
90147,haemimont games,23490,9.99,2009
90153,"volition,reactor zero,thq nordic",20500,19.99,2009
90167,capcom,21690,19.99,2009
90181,"popcap games, inc.",3620,4.99,2009
90183,lucasarts,32400,5.99,1995
90187,lucasarts,32380,5.99,1997
90189,lucasarts,32390,2.99,1998
90190,"raven software,aspyr (mac)",6030,9.99,2003
90192,"raven software,aspyr (mac)",6020,9.99,2003
90205,1c:inoco,25980,9.99,2009
90209,playbrains,25700,4.99,2009
90211,"dejobaan games, llc",15520,9.99,2009
90217,bioware corporation,38460,9.99,2000
90218,diezelpower,39800,1.99,2010
90232,cyberlore,25990,9.99,2001
90234,"volition, inc.",20530,9.99,2001
90237,frogwares,11130,0.0,2008
90238,frogwares,11140,9.99,2008
90239,paradox development studio,25890,9.99,2009
90250,"rocksteady studios,feral interactive (mac)",35140,19.99,2010
90308,8monkey labs,37700,19.99,2009
90309,rebellion,3700,7.99,2005
90311,invent4 entertainment,34900,0.99,2009
90396,lucasarts,32340,5.99,1990
90397,lucasarts,32350,5.99,2002
90399,lucasarts,6000,9.99,2005
90410,battlegoat studios,25910,9.99,2008
90411,smashball labs llc,17730,0.0,2009
90413,novalogic,32630,4.99,1999
90414,elixir studios,3720,9.99,2004
90417,"the creative assembly,feral interactive (mac),feral interactive (linux)",10604,2.99,2009
90418,ea - maxis,24720,19.99,2009
90424,bohemia interactive,33900,12.99,2009
90439,frozenbyte,35700,14.99,2009
90460,"triumph studios,virtual programming",12810,9.99,2009
90461,2dengine.com,11360,4.99,2008
90462,kloonigames,26900,19.99,2009
90466,best way,7830,4.99,2009
90469,tripwire interactive,1250,19.99,2009
90782,the farm 51,7860,4.99,2009
90784,sigma team inc.,33130,4.99,2007
90787,eidos studio hungary,8170,8.99,2009
90793,replay studios,16720,4.99,2009
90795,"popcap games, inc.",3590,4.99,2009
90801,broken rules,18700,9.99,2009
90807,rebellion,3710,7.99,2005
90809,relic entertainment,20540,19.99,2009
90811,number none,26800,14.99,2009
90829,elecorn,29800,1.99,2009
90889,deep red limited,11590,4.99,2007
90891,ubisoft reflections,21780,9.99,2007
90892,"relic entertainment,feral interactive (mac/linux)",15620,19.99,2009
90906,"the creative assembly,feral interactive (mac),feral interactive (linux)",10500,19.99,2009
90939,technetium games,12430,4.99,2009
90940,square enix,23310,9.99,2009
90942,haemimont games,23450,9.99,2009
90946,frictional games,22120,9.99,2009
90958,paradox development studio,25800,14.99,2007
90960,bethesda game studios,22300,9.99,2008
90986,taleworlds entertainment,22100,9.99,2008
90996,double helix games,19000,39.99,2008
90997,hothead games,18020,7.99,2008
91001,valve,500,19.99,2008
91031,treyarch,10090,19.99,2008
91071,kudosoft,13600,9.99,2003
91077,ea black box,17430,9.99,2008
91079,frogames,11280,5.99,2008
91091,telltale games,8340,19.99,2008
91092,bioware,17460,19.99,2008
91118,maxis™,17440,19.99,2008
91120,maxis™,17390,19.99,2008
91153,insurgency development team,17700,0.0,2007
91157,exor studios,17530,0.0,2008
91159,zombie panic team,17500,0.0,2007
91255,crackpot entertainment,16710,1.99,2008
91259,deck13,12340,9.99,2008
91260,red storm entertainment,15300,9.99,2001
91261,empires,17740,0.0,2008
91267,ubisoft montreal,15100,19.99,2008
91273,ubisoft montreal,15120,9.99,2008
91277,nadeo,7200,29.99,2008
91280,valve,400,9.99,2007
91377,last day of work,16120,9.99,2007
91379,red storm entertainment,15000,9.99,2006
91380,nival,15170,9.99,2006
91381,ubisoft,15130,9.99,2003
91385,hothead games,18000,7.99,2008
91387,"cinemax, s.r.o.",11230,2.99,2008
91396,redlynx,16600,9.99,2008
91399,ascaron entertainment ltd.,12330,9.99,2006
91400,kaos studios,9460,19.99,2008
91401,relic entertainment,9450,12.99,2008
91411,simbin,8600,3.99,2007
91416,"popcap games, inc.",3483,0.0,2007
91425,"mithis games,thq nordic",6420,9.99,2004
91428,firaxis games,8800,9.99,2007
91430,relic entertainment,4560,19.99,2006
91476,cryptic sea,9500,9.99,2004
91477,id software,9050,4.99,2004
91480,id software,2200,14.99,1999
91482,id software,9070,2.99,2005
91483,id software,9180,4.99,1990
91487,valve,440,0.0,2007
98289,valve,420,7.99,2007
98308,black element,2590,4.99,2007
98310,"the creative assembly,feral interactive (mac),feral interactive (linux)",4780,11.99,2007
98313,"infinity ward,aspyr (mac)",7940,19.99,2007
98328,io interactive,8080,6.99,2007
98331,telltale games,8230,19.99,2007
98333,bizarre creations,8400,3.99,2007
98337,avalanche studios,6880,6.99,2006
98343,io-interactive a/s,6900,6.99,2000
98345,io-interactive a/s,6850,6.99,2002
98348,eidos interactive,6870,6.99,2007
98349,pyro studios,6800,4.99,1998
98351,io-interactive a/s,6860,8.99,2006
98364,troika games,2600,19.99,2004
98370,gsc game world,4500,19.99,2007
98384,ion storm,6980,8.99,2004
98385,ion storm,6910,6.99,2000
98402,"popcap games, inc.",3480,4.99,2007
98406,infinity ward,2620,19.99,2003
98409,double fine productions,3830,9.99,2005
98421,"infinity ward,aspyr (mac)",2630,19.99,2005
98422,gray matter studios,2640,19.99,2004
98424,malfador machinations,1690,14.99,2006
98426,firaxis games,3910,4.99,2001
98430,firaxis games,3900,19.99,2005
98435,"the creative assembly,feral interactive (mac),feral interactive (linux)",4700,19.99,2006
98453,valve,240,19.99,2004
98678,valve,280,9.99,2004
98685,valve,320,4.99,2004
98696,valve,220,9.99,2004
98885,firaxis games,3920,9.99,2005
98889,gas powered games,39200,6.99,2005
98890,tripwire interactive,1200,9.99,2006
98892,reality pump studios,1900,4.99,2006
98893,valve,360,9.99,2006
98895,frozenbyte,2500,6.99,2006
98896,valve,380,7.99,2006
98911,egosoft,2810,9.99,2005
98912,strategy first,1670,4.99,2006
98913,introversion software,1510,9.99,2006
98927,"popcap games, inc.",3450,4.99,2006
98928,"popcap games, inc.",3390,4.99,2006
98931,"popcap games, inc.",3320,4.99,2006
98936,valve,20,4.99,1999
98951,gearbox software,50,4.99,1999
98955,valve,60,4.99,2000
98964,valve,10,9.99,2000
99014,valve,40,4.99,2001
99015,gearbox software,130,4.99,2001
99018,valve,30,4.99,2003
99022,"epic games, inc.",13230,14.99,2004
99027,valve,80,9.99,2004
